run_dir,iteration,round_duration_seconds,protocol,trial,similarity,run_id
sweep_merkle_n100000_sim60_t1,1,1.028174942,merkle,1,0.6,sweep_merkle_n100000_sim60_t1
sweep_merkle_n100000_sim60_t2,1,1.009573924,merkle,2,0.6,sweep_merkle_n100000_sim60_t2
sweep_merkle_n100000_sim60_t2,1,1.055727886,merkle,2,0.6,sweep_merkle_n100000_sim60_t2
sweep_merkle_n100000_sim60_t3,1,1.006531791,merkle,3,0.6,sweep_merkle_n100000_sim60_t3
sweep_merkle_n100000_sim60_t3,1,1.054417048,merkle,3,0.6,sweep_merkle_n100000_sim60_t3
sweep_merkle_n100000_sim60_t4,1,0.951755449,merkle,4,0.6,sweep_merkle_n100000_sim60_t4
sweep_merkle_n100000_sim60_t4,1,1.054104033,merkle,4,0.6,sweep_merkle_n100000_sim60_t4
sweep_merkle_n100000_sim60_t5,1,0.998243544,merkle,5,0.6,sweep_merkle_n100000_sim60_t5
sweep_merkle_n100000_sim60_t5,1,0.967550967,merkle,5,0.6,sweep_merkle_n100000_sim60_t5
sweep_rbf_riblt_n100000_sim60_t1,1,2.112503351,rbf_riblt,1,0.6,sweep_rbf_riblt_n100000_sim60_t1
sweep_rbf_riblt_n100000_sim60_t1,1,2.283868436,rbf_riblt,1,0.6,sweep_rbf_riblt_n100000_sim60_t1
