run_dir,iteration,round_duration_seconds,protocol,trial,similarity,run_id
sweep_riblt_n100000_sim97_t12,1,1.149537093,riblt,12,0.97,sweep_riblt_n100000_sim97_t12
sweep_riblt_n100000_sim97_t13,1,1.182163423,riblt,13,0.97,sweep_riblt_n100000_sim97_t13
sweep_riblt_n100000_sim97_t13,1,1.213886707,riblt,13,0.97,sweep_riblt_n100000_sim97_t13
sweep_riblt_n100000_sim97_t14,1,1.157933682,riblt,14,0.97,sweep_riblt_n100000_sim97_t14
sweep_riblt_n100000_sim97_t14,1,1.131754325,riblt,14,0.97,sweep_riblt_n100000_sim97_t14
sweep_riblt_n100000_sim97_t15,1,1.216161574,riblt,15,0.97,sweep_riblt_n100000_sim97_t15
sweep_riblt_n100000_sim97_t15,1,1.301827781,riblt,15,0.97,sweep_riblt_n100000_sim97_t15
sweep_riblt_n100000_sim97_t16,1,1.129480573,riblt,16,0.97,sweep_riblt_n100000_sim97_t16
sweep_riblt_n100000_sim97_t16,1,1.27371382,riblt,16,0.97,sweep_riblt_n100000_sim97_t16
sweep_riblt_n100000_sim97_t17,1,1.243472985,riblt,17,0.97,sweep_riblt_n100000_sim97_t17
sweep_riblt_n100000_sim97_t17,1,1.215116398,riblt,17,0.97,sweep_riblt_n100000_sim97_t17
sweep_riblt_n100000_sim97_t18,1,1.187545802,riblt,18,0.97,sweep_riblt_n100000_sim97_t18
sweep_riblt_n100000_sim97_t18,1,1.304628272,riblt,18,0.97,sweep_riblt_n100000_sim97_t18
sweep_riblt_n100000_sim97_t19,1,1.166590009,riblt,19,0.97,sweep_riblt_n100000_sim97_t19
sweep_riblt_n100000_sim97_t19,1,1.217158064,riblt,19,0.97,sweep_riblt_n100000_sim97_t19
sweep_riblt_n100000_sim97_t20,1,1.219035814,riblt,20,0.97,sweep_riblt_n100000_sim97_t20
sweep_riblt_n100000_sim97_t20,1,1.239652946,riblt,20,0.97,sweep_riblt_n100000_sim97_t20
sweep_riblt_n100000_sim97_t21,1,1.166686109,riblt,21,0.97,sweep_riblt_n100000_sim97_t21
sweep_riblt_n100000_sim97_t21,1,1.298726265,riblt,21,0.97,sweep_riblt_n100000_sim97_t21
sweep_riblt_n100000_sim97_t22,1,1.14301901,riblt,22,0.97,sweep_riblt_n100000_sim97_t22
sweep_riblt_n100000_sim97_t22,1,1.304642794,riblt,22,0.97,sweep_riblt_n100000_sim97_t22
sweep_riblt_n100000_sim97_t23,1,1.16717744,riblt,23,0.97,sweep_riblt_n100000_sim97_t23
sweep_riblt_n100000_sim97_t23,1,1.285027813,riblt,23,0.97,sweep_riblt_n100000_sim97_t23
sweep_riblt_n100000_sim97_t24,1,1.164468228,riblt,24,0.97,sweep_riblt_n100000_sim97_t24
sweep_riblt_n100000_sim97_t24,1,1.298337526,riblt,24,0.97,sweep_riblt_n100000_sim97_t24
sweep_riblt_n100000_sim97_t25,1,1.153987503,riblt,25,0.97,sweep_riblt_n100000_sim97_t25
sweep_riblt_n100000_sim97_t25,1,1.285959842,riblt,25,0.97,sweep_riblt_n100000_sim97_t25
sweep_riblt_n100000_sim97_t26,1,1.219520227,riblt,26,0.97,sweep_riblt_n100000_sim97_t26
sweep_riblt_n100000_sim97_t26,1,1.29488157,riblt,26,0.97,sweep_riblt_n100000_sim97_t26
sweep_riblt_n100000_sim97_t27,1,1.163669939,riblt,27,0.97,sweep_riblt_n100000_sim97_t27
